121511	147420	144
345072	351628	34
478733	479149	10
538461	543562	24
594230	595391	15
644853	686278	253
750473	754270	19
761627	769377	46
890562	902823	127
904021	918709	80
959743	961844	10
1032984	1033754	6
1087079	1087643	8
1142306	1155901	84
1170906	1177971	53
1310958	1312309	7
1340920	1342295	15
1403346	1437953	219
1510522	1518164	73
1630335	1632580	6
1884439	1893139	78
1900002	1918950	101
1930403	1950053	113
1964243	1980500	96
2108806	2112116	16
2120422	2124955	34
2147430	2153650	20
2155176	2157678	15
2236491	2276033	311
2377545	2379977	17
2399705	2414065	86
2496130	2524169	148
2723955	2738745	114
2871308	2879691	61
2897163	2902008	15
2943516	2949926	43
3072803	3084827	46
3152930	3166438	184
3173765	3182195	58
3222042	3228723	58
3241905	3246687	17
3276506	3285905	48
3288596	3297309	83
3352078	3378491	149
3700717	3716373	101
3717520	3727154	52
3768555	3794572	145
3929408	3943096	76
4045452	4053523	48
4071015	4091558	146
4092906	4114932	122
4116077	4165778	647
4225939	4237695	83
4317651	4368659	383
4454923	4623991	1981
4755667	4769253	95
4853122	4900046	455
5015128	5025957	37
5104750	5114606	47
5188857	5189743	6
5242946	5244126	8
5249162	5280681	140
5385256	5387280	17
5469027	5479929	135
5989221	6001269	62
6044776	6049222	24
6067733	6076025	66
6077256	6079417	11
6097001	6129514	245
6184924	6202172	134
6252560	6258841	37
6281790	6289656	54
6290923	6302486	61
6361912	6373504	56
6375247	6379662	12
6412454	6434415	186
6435441	6442353	50
6757066	6768917	54
7125537	7140367	105
7141727	7151304	114
7164094	7207327	428
7223817	7313124	1231
8674523	8714880	434
8715971	8734319	140
8836173	8873523	366
8991416	9052239	396
9082834	9085257	9
9327875	9381236	513
9427003	9459930	214
9713943	9735152	144
9760816	9809558	474
9977607	9991389	91
10239924	10288291	301
10463132	10477715	54
10513357	10524896	62
10734550	10786886	382
10836246	10944462	1090
10946912	10959897	86
10983959	10993490	46
11093028	11113322	125
11114880	11122226	23
11196700	11197414	9
11240573	11246134	32
11247353	11276416	148
11291195	11293821	12
11307153	11311353	24
11317698	11327131	55
11350570	11367578	142
11504611	11505064	7
11552597	11554669	12
11578381	11587558	65
11646415	11671473	195
11808754	11846099	208
11873507	11875136	8
11972498	11994727	118
12060134	12064690	26
12082294	12165755	472
12434710	12439027	24
12487953	12510805	104
12544935	12550496	35
12646839	12664839	88
12676354	12681302	47
12695983	12711530	84
12712782	12738444	108
12871816	12874383	11
12931201	12936364	16
12939279	12951030	53
12986465	12998900	67
13054527	13084594	179
13114287	13140401	255
13214674	13237958	144
13350186	13360859	45
13581098	13583981	16
13631267	13635166	17
13687265	13689908	9
13711345	13727971	104
13792933	13829224	221
14032093	14041442	46
14066398	14072265	33
14110676	14111475	7
14112532	14115542	15
14125335	14127879	16
14195432	14197938	32
14238563	14242495	13
14375040	14399633	192
14569850	14594000	146
14959387	14983916	202
14993546	15001508	50
15173569	15179172	48
15741244	15751841	85
15784880	15785978	11
15789990	15800935	57
15802200	15832305	205
15833384	15936260	962
15973762	15985483	73
16035663	16039800	36
16052680	16063528	49
16153006	16161524	40
16430853	16461165	253
16812373	16823790	55
17227740	17230289	7
17521009	17524017	12
17556712	17591599	373
17592649	17604402	91
17694657	17697345	20
17713772	17734288	95
17735347	17749180	74
17798406	17801529	13
17821041	17868903	290
17972946	17973738	11
17974788	17985312	49
18053555	18073887	97
18089787	18097937	74
18104151	18109640	22
18121098	18143125	190
18472830	18481264	44
18551693	18557302	35
18566982	18571839	24
18589221	18600540	52
18858790	18863193	45
19088759	19147647	562
19148732	19151270	12
19460674	19497251	295
19664601	19697605	176
19816957	19868156	370
20337906	20421079	543
20461052	20467023	35
20662198	20676937	59
20745954	20747753	11
20752122	20813397	375
21087714	21104890	113
21450699	21501900	370
21503005	21768476	2652
22161638	22165540	22
22166626	22183807	113
22368275	22396681	218
22434438	22438089	24
22439693	22456894	117
22972789	22981309	71
23291357	23303927	54
